CustomerID,CustomerNumber,FirstName,LastName,FullName,Gender,DateOfBirth,Email,PhoneNumber,AddressLine1,AddressLine2,City,StateProvince,PostalCode,Country,CustomerSegment,CustomerCategory,RegistrationDate,PreferredLanguage,PreferredCurrency,LoyaltyProgramID,LoyaltyPoints,MarketingOptIn,EmailOptIn,SMSOptIn,CustomerStatus
5001,CUST005001,Jessica,Garcia,Jessica Garcia,Female,28-06-1991,jessica.garcia5001@example.com,-5834393,155 Main St,,Mumbai,WA,21551,China,Wholesale,Silver,09-02-2024,Chinese,INR,LP7801,217,FALSE,FALSE,FALSE,Active
5002,CUST005002,Charles,Garcia,Charles Garcia,Male,06-07-1980,charles.garcia5002@example.com,-8201602,593 Main St,,San Francisco,IL,24128,Vietnam,Online,Gold,08-05-2023,English,EUR,LP6121,2194,FALSE,FALSE,FALSE,Inactive
5003,CUST005003,Thomas,Martinez,Thomas Martinez,Male,25-04-1987,thomas.martinez5003@example.com,-4944416,122 Main St,,San Francisco,CA,38995,China,Corporate,Silver,03-12-2021,Chinese,CNY,LP1709,6077,FALSE,TRUE,TRUE,Active
5004,CUST005004,Richard,Rodriguez,Richard Rodriguez,Male,07-09-1991,richard.rodriguez5004@example.com,-7962637,572 Main St,,Pune,MH,76719,India,Wholesale,Silver,30-10-2018,English,EUR,LP3881,5711,TRUE,TRUE,TRUE,Inactive
5005,CUST005005,Robert,Jones,Robert Jones,Male,21-02-1981,robert.jones5005@example.com,-9232955,57 Main St,,Shanghai,MH,51224,Vietnam,Online,Silver,14-04-2020,Chinese,CNY,LP7379,7518,FALSE,TRUE,FALSE,Active
5006,CUST005006,Barbara,Rodriguez,Barbara Rodriguez,Male,05-06-1997,barbara.rodriguez5006@example.com,-5149257,580 Main St,,Pune,IL,51621,USA,Retail,Gold,10-11-2018,Chinese,EUR,LP2428,6688,TRUE,TRUE,TRUE,Inactive
5007,CUST005007,Karen,Williams,Karen Williams,Female,19-07-1994,karen.williams5007@example.com,-2827403,930 Main St,,Chicago,NY,40082,Germany,Online,Silver,01-01-2021,English,CNY,LP3277,9501,FALSE,TRUE,TRUE,Active
5008,CUST005008,Barbara,Williams,Barbara Williams,Female,13-12-1999,barbara.williams5008@example.com,-4802663,242 Main St,,San Francisco,IL,75540,Germany,Retail,Gold,23-05-2022,German,INR,LP4347,328,FALSE,TRUE,TRUE,Inactive
5009,CUST005009,Barbara,Martinez,Barbara Martinez,Female,16-03-2006,barbara.martinez5009@example.com,-3199968,967 Main St,,Hanoi,CA,10337,USA,Corporate,Platinum,16-12-2019,English,USD,LP3254,3882,FALSE,TRUE,TRUE,Active
5010,CUST005010,Thomas,Rodriguez,Thomas Rodriguez,Male,06-08-1988,thomas.rodriguez5010@example.com,-6377189,919 Main St,,Pune,MH,66564,USA,Corporate,Platinum,01-06-2021,Chinese,CNY,LP1722,5132,TRUE,FALSE,FALSE,Inactive
5011,CUST005011,Charles,Rodriguez,Charles Rodriguez,Male,31-01-1966,charles.rodriguez5011@example.com,-4889809,234 Main St,,New York,SH,88406,USA,Wholesale,Silver,28-05-2020,Hindi,EUR,LP9532,4150,FALSE,TRUE,FALSE,Active
5012,CUST005012,Karen,Davis,Karen Davis,Male,09-10-2011,karen.davis5012@example.com,-5954087,895 Main St,,Shanghai,BE,67519,Vietnam,Corporate,Platinum,18-12-2023,Chinese,USD,LP4154,7963,FALSE,FALSE,TRUE,Active
5013,CUST005013,David,Miller,David Miller,Female,24-09-1997,david.miller5013@example.com,-4813161,12 Main St,,Seattle,HN,49876,Vietnam,Wholesale,Gold,16-10-2024,German,INR,LP5917,1746,FALSE,TRUE,FALSE,Inactive
5014,CUST005014,Charles,Jones,Charles Jones,Male,09-03-2013,charles.jones5014@example.com,-3226912,288 Main St,,San Francisco,SH,68198,Germany,Wholesale,Standard,23-05-2018,Chinese,CNY,LP4118,2773,FALSE,TRUE,TRUE,Active
5015,CUST005015,Mary,Jones,Mary Jones,Female,30-04-1977,mary.jones5015@example.com,-2009234,925 Main St,,New York,HN,76029,UK,Retail,Platinum,16-10-2018,Hindi,INR,LP8356,6478,FALSE,TRUE,TRUE,Active
5016,CUST005016,Linda,Brown,Linda Brown,Male,16-01-1981,linda.brown5016@example.com,-6858804,830 Main St,,San Francisco,TX,71910,China,Retail,Silver,31-07-2022,Hindi,INR,LP7618,2851,TRUE,FALSE,TRUE,Inactive
5017,CUST005017,Thomas,Williams,Thomas Williams,Male,27-09-1966,thomas.williams5017@example.com,-8679495,401 Main St,,Pune,WA,41807,USA,Retail,Silver,21-01-2023,English,CNY,LP9975,3760,TRUE,FALSE,FALSE,Active
5018,CUST005018,Joseph,Smith,Joseph Smith,Male,29-12-2004,joseph.smith5018@example.com,-6750533,607 Main St,,Hanoi,BE,84260,India,Online,Platinum,21-03-2022,Chinese,CNY,LP7020,4036,FALSE,FALSE,FALSE,Active
5019,CUST005019,Karen,Miller,Karen Miller,Male,26-12-2007,karen.miller5019@example.com,-4206702,687 Main St,,New York,CA,16659,India,Corporate,Platinum,08-04-2018,Hindi,EUR,LP7114,1984,FALSE,FALSE,TRUE,Inactive
5020,CUST005020,Jennifer,Jones,Jennifer Jones,Male,14-01-1966,jennifer.jones5020@example.com,-7169910,664 Main St,,Hanoi,SH,46480,Vietnam,Wholesale,Platinum,17-11-2019,English,USD,LP1237,8733,FALSE,FALSE,FALSE,Inactive
5021,CUST005021,Sarah,Garcia,Sarah Garcia,Female,26-06-1977,sarah.garcia5021@example.com,-2621751,231 Main St,,Shanghai,WA,82340,USA,Retail,Gold,24-01-2022,English,CNY,LP3081,6197,TRUE,FALSE,TRUE,Active
5022,CUST005022,Elizabeth,Johnson,Elizabeth Johnson,Male,04-04-2010,elizabeth.johnson5022@example.com,-4743280,642 Main St,,Berlin,SH,59685,Vietnam,Wholesale,Gold,01-11-2020,English,USD,LP8555,5196,FALSE,TRUE,FALSE,Active
5023,CUST005023,Jessica,Johnson,Jessica Johnson,Male,28-11-1971,jessica.johnson5023@example.com,-8412695,358 Main St,,Chicago,CA,18172,India,Wholesale,Standard,27-12-2021,Hindi,CNY,LP8178,303,TRUE,TRUE,FALSE,Active
5024,CUST005024,Robert,Brown,Robert Brown,Male,14-11-1994,robert.brown5024@example.com,-7062197,536 Main St,,Pune,NY,55328,Vietnam,Wholesale,Platinum,02-05-2019,German,EUR,LP4578,1721,FALSE,FALSE,TRUE,Active
5025,CUST005025,Thomas,Garcia,Thomas Garcia,Female,23-07-1997,thomas.garcia5025@example.com,-2032754,229 Main St,,Hanoi,WA,39165,USA,Retail,Platinum,04-09-2018,Chinese,INR,LP7277,2826,FALSE,TRUE,FALSE,Active
5026,CUST005026,William,Jones,William Jones,Female,01-10-1961,william.jones5026@example.com,-1243835,577 Main St,,Berlin,WA,41042,India,Online,Silver,12-07-2023,German,CNY,LP7525,1070,FALSE,FALSE,TRUE,Active
5027,CUST005027,Michael,Brown,Michael Brown,Male,30-12-2012,michael.brown5027@example.com,-9716989,833 Main St,,New York,IL,86758,Germany,Wholesale,Standard,14-07-2019,German,USD,LP8672,3380,TRUE,TRUE,FALSE,Active
5028,CUST005028,Mary,Garcia,Mary Garcia,Male,10-04-1985,mary.garcia5028@example.com,-9101532,308 Main St,,Pune,NY,65708,UK,Wholesale,Platinum,14-06-2021,German,EUR,LP2588,1146,TRUE,FALSE,TRUE,Inactive
5029,CUST005029,Thomas,Smith,Thomas Smith,Male,12-11-1998,thomas.smith5029@example.com,-1959069,610 Main St,,San Francisco,MH,82137,Germany,Corporate,Gold,25-10-2022,Chinese,USD,LP5589,6058,TRUE,FALSE,FALSE,Active
5030,CUST005030,Mary,Garcia,Mary Garcia,Female,11-04-1983,mary.garcia5030@example.com,-2106948,216 Main St,,Chicago,MH,64837,Vietnam,Wholesale,Standard,14-04-2023,Hindi,INR,LP6070,4114,FALSE,TRUE,TRUE,Inactive
5031,CUST005031,Jennifer,Martinez,Jennifer Martinez,Female,07-08-1976,jennifer.martinez5031@example.com,-9608234,632 Main St,,San Francisco,IL,41493,Vietnam,Wholesale,Silver,21-07-2023,German,INR,LP4182,1704,TRUE,TRUE,TRUE,Active
