CustomerID,CustomerNumber,FirstName,LastName,FullName,Gender,DateOfBirth,Email,PhoneNumber,AddressLine1,AddressLine2,City,StateProvince,PostalCode,Country,CustomerSegment,CustomerCategory,RegistrationDate,PreferredLanguage,PreferredCurrency,LoyaltyProgramID,LoyaltyPoints,MarketingOptIn,EmailOptIn,SMSOptIn,CustomerStatus
20001,CUST020001,David,Rodriguez,David Rodriguez,Male,13-03-1960,david.rodriguez20001@example.com,-1776653,157 Main St,,Mumbai,MH,39860,India,Online,Platinum,14-05-2021,German,INR,LP8408,9999,FALSE,TRUE,FALSE,Active
20002,CUST020002,Karen,Brown,Karen Brown,Male,26-09-1979,karen.brown20002@example.com,-9866812,616 Main St,,New York,BE,66538,USA,Corporate,Platinum,02-08-2022,German,CNY,LP1316,1741,FALSE,TRUE,TRUE,Active
20003,CUST020003,Patricia,Johnson,Patricia Johnson,Female,22-04-1977,patricia.johnson20003@example.com,-6507715,398 Main St,,Chicago,HN,65007,China,Corporate,Standard,14-10-2024,Chinese,INR,LP1186,4918,FALSE,FALSE,TRUE,Inactive
20004,CUST020004,Michael,Rodriguez,Michael Rodriguez,Female,08-01-1982,michael.rodriguez20004@example.com,-7026132,73 Main St,,London,CA,31962,USA,Retail,Gold,22-06-2019,Hindi,CNY,LP4690,9986,FALSE,FALSE,TRUE,Inactive
20005,CUST020005,William,Williams,William Williams,Female,15-04-1972,william.williams20005@example.com,-9035071,928 Main St,,London,WA,82766,UK,Wholesale,Platinum,07-04-2019,Chinese,USD,LP5755,4635,FALSE,FALSE,TRUE,Active
20006,CUST020006,Linda,Williams,Linda Williams,Male,27-05-1992,linda.williams20006@example.com,-4609281,815 Main St,,London,SH,25698,USA,Corporate,Silver,23-01-2022,English,CNY,LP5748,6030,FALSE,FALSE,TRUE,Active
20007,CUST020007,Robert,Jones,Robert Jones,Female,24-02-1978,robert.jones20007@example.com,-4191873,264 Main St,,London,IL,79570,Vietnam,Online,Platinum,19-07-2020,Hindi,USD,LP2737,6223,FALSE,FALSE,TRUE,Active
20008,CUST020008,Patricia,Smith,Patricia Smith,Female,20-10-1981,patricia.smith20008@example.com,-6744132,370 Main St,,Berlin,KA,85670,UK,Corporate,Platinum,03-04-2023,Chinese,EUR,LP3234,7783,TRUE,FALSE,FALSE,Active
20009,CUST020009,John,Williams,John Williams,Male,28-10-1989,john.williams20009@example.com,-6674498,664 Main St,,New York,HN,22892,UK,Retail,Gold,06-09-2021,German,INR,LP1246,4879,FALSE,FALSE,FALSE,Inactive
20010,CUST020010,Charles,Rodriguez,Charles Rodriguez,Female,31-10-1983,charles.rodriguez20010@example.com,-9110532,544 Main St,,Shanghai,TX,69260,China,Corporate,Platinum,11-08-2021,Hindi,INR,LP3420,8253,TRUE,FALSE,TRUE,Active
20011,CUST020011,Sarah,Miller,Sarah Miller,Male,25-09-1978,sarah.miller20011@example.com,-5635119,762 Main St,,Pune,TX,60428,China,Online,Standard,08-11-2021,German,CNY,LP9347,9040,FALSE,TRUE,TRUE,Inactive
20012,CUST020012,Jessica,Williams,Jessica Williams,Male,17-03-1984,jessica.williams20012@example.com,-3087073,186 Main St,,Hanoi,CA,68825,Germany,Retail,Gold,16-10-2021,Chinese,USD,LP9791,5291,TRUE,TRUE,TRUE,Active
20013,CUST020013,Linda,Johnson,Linda Johnson,Female,20-03-1966,linda.johnson20013@example.com,-8943516,503 Main St,,Pune,WA,29995,Germany,Corporate,Platinum,21-05-2018,English,EUR,LP7295,519,TRUE,FALSE,FALSE,Inactive
20014,CUST020014,Karen,Smith,Karen Smith,Female,29-02-1968,karen.smith20014@example.com,-3940777,791 Main St,,Mumbai,HN,63000,Vietnam,Retail,Standard,14-08-2021,Hindi,USD,LP5384,8775,FALSE,FALSE,FALSE,Inactive
20015,CUST020015,Karen,Miller,Karen Miller,Female,26-12-1972,karen.miller20015@example.com,-5825520,256 Main St,,Hanoi,IL,12520,USA,Wholesale,Silver,27-08-2022,English,EUR,LP9897,9753,FALSE,TRUE,TRUE,Inactive
20016,CUST020016,Barbara,Davis,Barbara Davis,Male,27-07-1999,barbara.davis20016@example.com,-1920759,859 Main St,,Shanghai,CA,47052,Germany,Corporate,Platinum,02-11-2019,English,CNY,LP9222,4538,FALSE,FALSE,FALSE,Inactive
20017,CUST020017,Jennifer,Smith,Jennifer Smith,Male,08-01-1985,jennifer.smith20017@example.com,-6393986,473 Main St,,New York,WA,48061,Vietnam,Retail,Platinum,18-07-2023,English,INR,LP3275,7693,TRUE,FALSE,FALSE,Inactive
20018,CUST020018,John,Williams,John Williams,Male,31-01-1999,john.williams20018@example.com,-2608791,367 Main St,,San Francisco,HN,71836,China,Wholesale,Gold,08-07-2021,Chinese,EUR,LP2298,2143,TRUE,FALSE,FALSE,Inactive
20019,CUST020019,Thomas,Williams,Thomas Williams,Female,22-04-1982,thomas.williams20019@example.com,-6969861,145 Main St,,San Francisco,WA,90412,UK,Wholesale,Silver,26-12-2021,Hindi,CNY,LP1479,6637,FALSE,TRUE,FALSE,Inactive
20020,CUST020020,Michael,Williams,Michael Williams,Female,11-07-1976,michael.williams20020@example.com,-6556080,798 Main St,,London,WA,62922,Vietnam,Wholesale,Platinum,18-04-2024,Hindi,USD,LP7244,8930,TRUE,TRUE,FALSE,Inactive
20021,CUST020021,Jennifer,Martinez,Jennifer Martinez,Female,11-02-1976,jennifer.martinez20021@example.com,-4278666,329 Main St,,London,MH,13346,China,Corporate,Standard,03-02-2023,Chinese,USD,LP9644,3797,FALSE,FALSE,FALSE,Active
20022,CUST020022,Robert,Johnson,Robert Johnson,Male,13-09-1979,robert.johnson20022@example.com,-2256112,323 Main St,,New York,KA,45334,UK,Corporate,Platinum,13-07-2022,English,USD,LP2544,9468,TRUE,TRUE,FALSE,Inactive
20023,CUST020023,Michael,Brown,Michael Brown,Female,12-10-1995,michael.brown20023@example.com,-6855977,215 Main St,,Seattle,BE,45269,UK,Corporate,Silver,20-01-2020,German,CNY,LP4759,9221,TRUE,FALSE,FALSE,Active
20024,CUST020024,Elizabeth,Garcia,Elizabeth Garcia,Female,05-01-1978,elizabeth.garcia20024@example.com,-3494825,415 Main St,,New York,TX,52617,China,Online,Gold,22-07-2019,Chinese,CNY,LP4388,4210,FALSE,TRUE,FALSE,Active
20025,CUST020025,Mary,Smith,Mary Smith,Female,18-05-1996,mary.smith20025@example.com,-6039669,617 Main St,,Shanghai,BE,52177,USA,Retail,Gold,14-02-2020,Hindi,INR,LP9369,5405,TRUE,TRUE,FALSE,Active
20026,CUST020026,James,Jones,James Jones,Male,22-07-1963,james.jones20026@example.com,-2673481,944 Main St,,London,NY,45120,UK,Corporate,Gold,09-03-2024,English,EUR,LP9126,7436,TRUE,FALSE,FALSE,Active
20027,CUST020027,Jennifer,Johnson,Jennifer Johnson,Female,28-10-2010,jennifer.johnson20027@example.com,-2430247,58 Main St,,Shanghai,IL,78128,USA,Corporate,Standard,22-06-2019,German,CNY,LP3957,1678,FALSE,FALSE,TRUE,Active
20028,CUST020028,Sarah,Davis,Sarah Davis,Female,12-11-1969,sarah.davis20028@example.com,-2267546,318 Main St,,San Francisco,BE,37447,Germany,Corporate,Silver,25-01-2023,German,CNY,LP4118,133,TRUE,FALSE,TRUE,Active
